WKT,name,description
"LINESTRING (-101.8716678 33.5841605, -101.8716679 33.5842625)", Line 2071,
"LINESTRING (-101.871668 33.5843511, -101.8716678 33.5846061)", Line 2072,
"LINESTRING (-101.8716674 33.5846987, -101.8716668 33.5847514)", Line 2073,
"LINESTRING (-101.8713355 33.5842595, -101.8710362 33.5842609)", Line 2074,
"LINESTRING (-101.8710362 33.5842609, -101.8710366 33.5843089)", Line 2075,
"LINESTRING (-101.8710366 33.5843089, -101.8709703 33.5843092)", Line 2076,
"LINESTRING (-101.8709703 33.5843092, -101.8709089 33.5843095)", Line 2077,
"LINESTRING (-101.8709089 33.5843095, -101.8709086 33.5842581)", Line 2078,
"LINESTRING (-101.8709086 33.5842581, -101.8709082 33.5842129)", Line 2079,
"LINESTRING (-101.8709082 33.5842129, -101.8710359 33.5842123)", Line 2080,
"LINESTRING (-101.8710359 33.5842123, -101.8710362 33.5842609)", Line 2081,
"LINESTRING (-101.8708048 33.5847054, -101.8709374 33.5847049)", Line 2082,
"LINESTRING (-101.8725685 33.5842643, -101.8727013 33.5841872)", Line 2083,
"LINESTRING (-101.8727013 33.5841872, -101.8727532 33.5841569)", Line 2084,
"LINESTRING (-101.8727532 33.5841569, -101.8728551 33.5840953)", Line 2085,
"LINESTRING (-101.8728551 33.5840953, -101.8731225 33.5839305)", Line 2086,
"LINESTRING (-101.8731225 33.5839305, -101.8731964 33.5838824)", Line 2087,
"LINESTRING (-101.8731964 33.5838824, -101.8732781 33.5838259)", Line 2088,
"LINESTRING (-101.8732781 33.5838259, -101.8733363 33.5837748)", Line 2089,
"LINESTRING (-101.8733363 33.5837748, -101.8733916 33.5837111)", Line 2090,
"LINESTRING (-101.8733916 33.5837111, -101.8734529 33.5836298)", Line 2091,
"LINESTRING (-101.8734529 33.5836298, -101.8734862 33.5835724)", Line 2092,
"LINESTRING (-101.8734862 33.5835724, -101.8735095 33.5835322)", Line 2093,
"LINESTRING (-101.8735095 33.5835322, -101.8735694 33.5834101)", Line 2094,
"LINESTRING (-101.8735694 33.5834101, -101.8736006 33.5833132)", Line 2095,
"LINESTRING (-101.8736006 33.5833132, -101.8736132 33.583238)", Line 2096,
"LINESTRING (-101.8736132 33.583238, -101.8736245 33.5831894)", Line 2097,
"LINESTRING (-101.8736245 33.5831894, -101.8736342 33.5831524)", Line 2098,
"LINESTRING (-101.8736342 33.5831524, -101.8736609 33.5829507)", Line 2099,
"LINESTRING (-101.8771785 33.5832032, -101.8770486 33.5832247)", Line 2100,
"LINESTRING (-101.8770486 33.5832247, -101.8767931 33.5832265)", Line 2101,
"LINESTRING (-101.8767931 33.5832265, -101.8767832 33.5829705)", Line 2102,
"LINESTRING (-101.8767832 33.5829705, -101.8767848 33.5826749)", Line 2103,
"LINESTRING (-101.8767848 33.5826749, -101.8767821 33.5825685)", Line 2104,
"LINESTRING (-101.8767821 33.5825685, -101.8767532 33.5824717)", Line 2105,
"LINESTRING (-101.8767848 33.5826749, -101.8765676 33.5829115)", Line 2106,
"LINESTRING (-101.8765676 33.5829115, -101.8764002 33.5830591)", Line 2107,
"LINESTRING (-101.8764002 33.5830591, -101.8762817 33.5831621)", Line 2108,
"LINESTRING (-101.8762817 33.5831621, -101.876281 33.5832299)", Line 2109,
"LINESTRING (-101.8739368 33.5840656, -101.8739361 33.5837313)", Line 2110,
"LINESTRING (-101.8739361 33.5837313, -101.8739367 33.5835968)", Line 2111,
"LINESTRING (-101.8739367 33.5835968, -101.8739378 33.5834493)", Line 2112,
"LINESTRING (-101.8739378 33.5834493, -101.8738892 33.5834459)", Line 2113,
"LINESTRING (-101.8741816 33.5838579, -101.8741826 33.5837301)", Line 2114,
"LINESTRING (-101.8741826 33.5837301, -101.8741843 33.5835973)", Line 2115,
"LINESTRING (-101.8741843 33.5835973, -101.8739367 33.5835968)", Line 2116,
"LINESTRING (-101.8739367 33.5835968, -101.8737984 33.5835979)", Line 2117,
"LINESTRING (-101.8734566 33.5876203, -101.8732775 33.5876214)", Line 2118,
"LINESTRING (-101.873192 33.5876942, -101.8731911 33.5876506)", Line 2119,
"LINESTRING (-101.8731911 33.5876506, -101.8731902 33.5876053)", Line 2120,
"LINESTRING (-101.8731902 33.5876053, -101.8731165 33.5875402)", Line 2121,
"LINESTRING (-101.8731165 33.5875402, -101.8730575 33.58754)", Line 2122,
"LINESTRING (-101.8730575 33.58754, -101.8730028 33.5875391)", Line 2123,
"LINESTRING (-101.8730028 33.5875391, -101.8729279 33.5876042)", Line 2124,
"LINESTRING (-101.8729279 33.5876042, -101.8729269 33.5876966)", Line 2125,
"LINESTRING (-101.8729269 33.5876966, -101.8730067 33.5877589)", Line 2126,
"LINESTRING (-101.8730067 33.5877589, -101.8730611 33.5877593)", Line 2127,
"LINESTRING (-101.8730611 33.5877593, -101.873114 33.5877596)", Line 2128,
"LINESTRING (-101.8730603 33.5878363, -101.8730611 33.5877593)", Line 2129,
"LINESTRING (-101.8731911 33.5876506, -101.8732778 33.5876506)", Line 2130,
"LINESTRING (-101.8730575 33.58754, -101.8730569 33.5874378)", Line 2131,
"LINESTRING (-101.8735033 33.5869656, -101.8737596 33.5869627)", Line 2132,
"LINESTRING (-101.8737596 33.5869627, -101.8739084 33.5869038)", Line 2133,
"LINESTRING (-101.8739084 33.5869038, -101.8739051 33.5867434)", Line 2134,
"LINESTRING (-101.8740788 33.586102, -101.8738798 33.5862238)", Line 2135,
"LINESTRING (-101.8738798 33.5862238, -101.8738346 33.5862238)", Line 2136,
"LINESTRING (-101.8737596 33.5869627, -101.873759 33.5871135)", Line 2137,
"LINESTRING (-101.873759 33.5871135, -101.8740941 33.5871135)", Line 2138,
"LINESTRING (-101.8740941 33.5871135, -101.8741375 33.5870975)", Line 2139,
"LINESTRING (-101.8741375 33.5870975, -101.8743558 33.5870946)", Line 2140,
"LINESTRING (-101.8751585 33.587139, -101.8753126 33.587136)", Line 2141,
"LINESTRING (-101.8753126 33.587136, -101.8754844 33.5872209)", Line 2142,
"LINESTRING (-101.8754844 33.5872209, -101.8756944 33.5873241)", Line 2143,
"LINESTRING (-101.8750526 33.5871407, -101.8750398 33.5874731)", Line 2144,
"LINESTRING (-101.8750398 33.5874731, -101.8750395 33.5877412)", Line 2145,
"LINESTRING (-101.8750395 33.5877412, -101.8750392 33.5878077)", Line 2146,
"LINESTRING (-101.8750392 33.5878077, -101.8751518 33.5878077)", Line 2147,
"LINESTRING (-101.8767418 33.5847482, -101.8761491 33.5847493)", Line 2148,
"LINESTRING (-101.8761491 33.5847493, -101.8757628 33.58475)", Line 2149,
"LINESTRING (-101.8797364 33.5800148, -101.879365 33.5800134)", Line 2150,
"LINESTRING (-101.879365 33.5800134, -101.8792421 33.580013)", Line 2151,
"LINESTRING (-101.8792421 33.580013, -101.879128 33.5800131)", Line 2152,
"LINESTRING (-101.879128 33.5800131, -101.8787437 33.5800136)", Line 2153,
"LINESTRING (-101.876773 33.5805687, -101.8769319 33.5806604)", Line 2154,
"LINESTRING (-101.8769319 33.5806604, -101.8770779 33.5807442)", Line 2155,
"LINESTRING (-101.8770779 33.5807442, -101.8771665 33.5807455)", Line 2156,
"LINESTRING (-101.8771665 33.5807455, -101.8771676 33.5808633)", Line 2157,
"LINESTRING (-101.8779034 33.5804793, -101.8779019 33.5805992)", Line 2158,
"LINESTRING (-101.8779019 33.5805992, -101.8774186 33.5806016)", Line 2159,
"LINESTRING (-101.8808656 33.5867093, -101.8808651 33.5866709)", Line 2160,
"LINESTRING (-101.8808651 33.5866709, -101.8808642 33.5866079)", Line 2161,
"LINESTRING (-101.8808642 33.5866079, -101.8808649 33.5865883)", Line 2162,
"LINESTRING (-101.8808649 33.5865883, -101.8808639 33.5862511)", Line 2163,
"LINESTRING (-101.8808639 33.5862511, -101.8808626 33.5857419)", Line 2164,
"LINESTRING (-101.8808626 33.5857419, -101.8808614 33.5853158)", Line 2165,
"LINESTRING (-101.8809734 33.5862511, -101.8808639 33.5862511)", Line 2166,
"LINESTRING (-101.8808639 33.5862511, -101.8806446 33.5862499)", Line 2167,
"LINESTRING (-101.8806446 33.5862499, -101.8805036 33.5862491)", Line 2168,
"LINESTRING (-101.8805036 33.5862491, -101.8803675 33.5862482)", Line 2169,
"LINESTRING (-101.8803675 33.5862482, -101.8801143 33.5862468)", Line 2170,
"LINESTRING (-101.8801143 33.5862468, -101.8801158 33.5863858)", Line 2171,
"LINESTRING (-101.8801158 33.5863858, -101.8801173 33.5865251)", Line 2172,
"LINESTRING (-101.8805036 33.5862491, -101.880505 33.5857418)", Line 2173,
"LINESTRING (-101.8808626 33.5857419, -101.8806448 33.5857418)", Line 2174,
"LINESTRING (-101.8806448 33.5857418, -101.880505 33.5857418)", Line 2175,
"LINESTRING (-101.880505 33.5857418, -101.8803671 33.5857415)", Line 2176,
"LINESTRING (-101.8803671 33.5857415, -101.8801153 33.5857404)", Line 2177,
"LINESTRING (-101.8801153 33.5857404, -101.8801174 33.585613)", Line 2178,
"LINESTRING (-101.8801174 33.585613, -101.8801179 33.5854608)", Line 2179,
"LINESTRING (-101.8803675 33.5862482, -101.8803658 33.5864508)", Line 2180,
"LINESTRING (-101.8803658 33.5864508, -101.8803643 33.586606)", Line 2181,
"LINESTRING (-101.8803643 33.586606, -101.880364 33.5866744)", Line 2182,
"LINESTRING (-101.8803658 33.5864508, -101.8806456 33.5864501)", Line 2183,
"LINESTRING (-101.8803671 33.5857415, -101.8803528 33.5856038)", Line 2184,
"LINESTRING (-101.8803528 33.5856038, -101.8803444 33.5855419)", Line 2185,
"LINESTRING (-101.8803444 33.5855419, -101.8803424 33.5852742)", Line 2186,
"LINESTRING (-101.8803424 33.5852742, -101.8803424 33.5852304)", Line 2187,
"LINESTRING (-101.8805073 33.5852721, -101.8805084 33.5854017)", Line 2188,
"LINESTRING (-101.8808626 33.5857419, -101.8809743 33.5857421)", Line 2189,
"LINESTRING (-101.8798819 33.5852736, -101.8798828 33.5855419)", Line 2190,
"LINESTRING (-101.8798828 33.5855419, -101.8798832 33.5856754)", Line 2191,
"LINESTRING (-101.8798832 33.5856754, -101.8798833 33.5857143)", Line 2192,
"LINESTRING (-101.8798828 33.5855419, -101.8796101 33.5855422)", Line 2193,
"LINESTRING (-101.8796101 33.5855422, -101.8796107 33.5856762)", Line 2194,
"LINESTRING (-101.8796107 33.5856762, -101.8798832 33.5856754)", Line 2195,
"LINESTRING (-101.8806448 33.5857418, -101.8806446 33.5855402)", Line 2196,
"LINESTRING (-101.8806446 33.5855402, -101.8803444 33.5855419)", Line 2197,
"LINESTRING (-101.8798915 33.5866487, -101.8798907 33.5864501)", Line 2198,
"LINESTRING (-101.8798907 33.5864501, -101.8798901 33.5863145)", Line 2199,
"LINESTRING (-101.8798901 33.5863145, -101.8798899 33.5862737)", Line 2200,
"LINESTRING (-101.8798901 33.5863145, -101.8796158 33.5863141)", Line 2201,
"LINESTRING (-101.8796158 33.5863141, -101.8796159 33.5864499)", Line 2202,
"LINESTRING (-101.8796159 33.5864499, -101.8798907 33.5864501)", Line 2203,
"LINESTRING (-101.8787205 33.5860517, -101.878721 33.5860729)", Line 2204,
"LINESTRING (-101.878721 33.5860729, -101.8787292 33.5864078)", Line 2205,
"LINESTRING (-101.8808649 33.5865883, -101.8820226 33.5865849)", Line 2206,
"LINESTRING (-101.8822698 33.586692, -101.8820822 33.5865947)", Line 2207,
"LINESTRING (-101.8820822 33.5865947, -101.8822683 33.5864964)", Line 2208,
"LINESTRING (-101.8820822 33.5865947, -101.8820317 33.5865864)", Line 2209,
"LINESTRING (-101.8820317 33.5865864, -101.8820226 33.5865849)", Line 2210,
"LINESTRING (-101.8813696 33.5858154, -101.881766 33.5858107)", Line 2211,
"LINESTRING (-101.881766 33.5858107, -101.8818051 33.5858107)", Line 2212,
"LINESTRING (-101.8818051 33.5858107, -101.8818464 33.5858146)", Line 2213,
"LINESTRING (-101.8818464 33.5858146, -101.881923 33.5858292)", Line 2214,
"LINESTRING (-101.881923 33.5858292, -101.8819944 33.5858474)", Line 2215,
"LINESTRING (-101.8819944 33.5858474, -101.8820541 33.5858665)", Line 2216,
"LINESTRING (-101.8820541 33.5858665, -101.8820862 33.585875)", Line 2217,
"LINESTRING (-101.8820862 33.585875, -101.8821217 33.5858792)", Line 2218,
"LINESTRING (-101.8724983 33.5874394, -101.8730569 33.5874378)", Line 2219,
"LINESTRING (-101.8730569 33.5874378, -101.8732752 33.5874389)", Line 2220,
"LINESTRING (-101.8732752 33.5874389, -101.8734607 33.5874361)", Line 2221,
"LINESTRING (-101.8734607 33.5874361, -101.8735004 33.5874081)", Line 2222,
"LINESTRING (-101.8735004 33.5874081, -101.8735033 33.5869656)", Line 2223,
"LINESTRING (-101.8735033 33.5869656, -101.8734936 33.5867304)", Line 2224,
"LINESTRING (-101.8734936 33.5867304, -101.873489 33.5866181)", Line 2225,
"LINESTRING (-101.873489 33.5866181, -101.8734935 33.5862934)", Line 2226,
"LINESTRING (-101.8734935 33.5862934, -101.8734946 33.5862067)", Line 2227,
"LINESTRING (-101.8734946 33.5862067, -101.8734963 33.5861081)", Line 2228,
"LINESTRING (-101.8722838 33.5849008, -101.8722467 33.5848582)", Line 2229,
"LINESTRING (-101.8722467 33.5848582, -101.8722092 33.5848291)", Line 2230,
"LINESTRING (-101.8722092 33.5848291, -101.8721388 33.5847897)", Line 2231,
"LINESTRING (-101.8771785 33.5832032, -101.8777228 33.5832001)", Line 2232,
"LINESTRING (-101.8777228 33.5832001, -101.8777601 33.583156)", Line 2233,
"LINESTRING (-101.8777601 33.583156, -101.8777586 33.5829643)", Line 2234,
"LINESTRING (-101.8777586 33.5829643, -101.8777594 33.5826173)", Line 2235,
"LINESTRING (-101.8777594 33.5826173, -101.8777601 33.5824766)", Line 2236,
"LINESTRING (-101.879276 33.5830907, -101.8792461 33.5831154)", Line 2237,
"LINESTRING (-101.8792461 33.5831154, -101.8792079 33.5831366)", Line 2238,
"LINESTRING (-101.8792079 33.5831366, -101.8791665 33.5831408)", Line 2239,
"LINESTRING (-101.8791665 33.5831408, -101.878985 33.5831392)", Line 2240,
"LINESTRING (-101.878985 33.5831392, -101.8786385 33.5831319)", Line 2241,
"LINESTRING (-101.8786385 33.5831319, -101.8786004 33.5831379)", Line 2242,
"LINESTRING (-101.8786004 33.5831379, -101.8785811 33.583141)", Line 2243,
"LINESTRING (-101.8785811 33.583141, -101.87824 33.5831995)", Line 2244,
"LINESTRING (-101.87824 33.5831995, -101.8778866 33.5831979)", Line 2245,
"LINESTRING (-101.8778866 33.5831979, -101.8778681 33.5831688)", Line 2246,
"LINESTRING (-101.8778681 33.5831688, -101.8778695 33.5829913)", Line 2247,
"LINESTRING (-101.8778695 33.5829913, -101.8778673 33.5824766)", Line 2248,
"LINESTRING (-101.8746737 33.5821369, -101.874675 33.5821862)", Line 2249,
"LINESTRING (-101.874675 33.5821862, -101.8746766 33.5825521)", Line 2250,
"LINESTRING (-101.8746766 33.5825521, -101.8746801 33.5829226)", Line 2251,
"LINESTRING (-101.8741843 33.5835973, -101.8742124 33.5835972)", Line 2252,
"LINESTRING (-101.8742124 33.5835972, -101.8745785 33.5835956)", Line 2253,
"LINESTRING (-101.8745785 33.5835956, -101.8746826 33.5835952)", Line 2254,
"LINESTRING (-101.8746826 33.5835952, -101.8747739 33.5835948)", Line 2255,
"LINESTRING (-101.8747739 33.5835948, -101.8751575 33.5835932)", Line 2256,
"LINESTRING (-101.8751575 33.5835932, -101.8751911 33.583593)", Line 2257,
"LINESTRING (-101.8751911 33.583593, -101.8754174 33.5835921)", Line 2258,
"LINESTRING (-101.8744973 33.5837285, -101.8745785 33.5835956)", Line 2259,
"LINESTRING (-101.8748649 33.5837268, -101.8747739 33.5835948)", Line 2260,
"LINESTRING (-101.8751572 33.5837274, -101.8751575 33.5835932)", Line 2261,
"LINESTRING (-101.8751575 33.5835932, -101.8750149 33.5837271)", Line 2262,
"LINESTRING (-101.8743128 33.5837294, -101.8742124 33.5835972)", Line 2263,
"LINESTRING (-101.8751911 33.583593, -101.8751917 33.5833803)", Line 2264,
"LINESTRING (-101.8751917 33.5833803, -101.8751917 33.5833454)", Line 2265,
"LINESTRING (-101.8751917 33.5833454, -101.8751926 33.5830118)", Line 2266,
"LINESTRING (-101.8751926 33.5830118, -101.8752188 33.5830117)", Line 2267,
"LINESTRING (-101.8752188 33.5830117, -101.8753181 33.5830115)", Line 2268,
"LINESTRING (-101.8753181 33.5830115, -101.875399 33.5830113)", Line 2269,
"LINESTRING (-101.875399 33.5830113, -101.8754223 33.5830112)", Line 2270,
"LINESTRING (-101.875399 33.5830113, -101.8753071 33.5831709)", Line 2271,
"LINESTRING (-101.8753071 33.5831709, -101.8752206 33.583321)", Line 2272,
"LINESTRING (-101.8752206 33.583321, -101.8751917 33.5833454)", Line 2273,
"LINESTRING (-101.8752188 33.5830117, -101.8753071 33.5831709)", Line 2274,
"LINESTRING (-101.8753071 33.5831709, -101.8753882 33.5833044)", Line 2275,
"LINESTRING (-101.8753828 33.5833812, -101.8751917 33.5833803)", Line 2276,
"LINESTRING (-101.8751596 33.5866847, -101.8752714 33.5866806)", Line 2277,
"LINESTRING (-101.8709185 33.5856455, -101.8709176 33.5852382)", Line 2278,
"LINESTRING (-101.8709176 33.5852382, -101.8709194 33.5851528)", Line 2279,
"LINESTRING (-101.8712103 33.5856898, -101.871058 33.5856898)", Line 2280,
"LINESTRING (-101.871058 33.5856898, -101.8710225 33.5856873)", Line 2281,
"LINESTRING (-101.8710225 33.5856873, -101.870984 33.5856764)", Line 2282,
"LINESTRING (-101.870984 33.5856764, -101.8709455 33.5856612)", Line 2283,
"LINESTRING (-101.8709455 33.5856612, -101.8709185 33.5856455)", Line 2284,
"LINESTRING (-101.8709185 33.5856455, -101.8708977 33.5856257)", Line 2285,
"LINESTRING (-101.8708977 33.5856257, -101.87077 33.5854895)", Line 2286,
"LINESTRING (-101.8821417 33.5872751, -101.8820591 33.5873295)", Line 2287,
"LINESTRING (-101.8820591 33.5873295, -101.8819858 33.5873675)", Line 2288,
"LINESTRING (-101.8819858 33.5873675, -101.8819546 33.5873815)", Line 2289,
"LINESTRING (-101.8819546 33.5873815, -101.8819162 33.5874289)", Line 2290,
"LINESTRING (-101.8819162 33.5874289, -101.881864 33.5874794)", Line 2291,
"LINESTRING (-101.881864 33.5874794, -101.8819396 33.5876044)", Line 2292,
"LINESTRING (-101.8819396 33.5876044, -101.8819715 33.5876136)", Line 2293,
"LINESTRING (-101.8820696 33.5871981, -101.8820432 33.5872495)", Line 2294,
"LINESTRING (-101.8820432 33.5872495, -101.8820185 33.5872941)", Line 2295,
"LINESTRING (-101.8820185 33.5872941, -101.8819852 33.5873419)", Line 2296,
"LINESTRING (-101.8819852 33.5873419, -101.8819546 33.5873815)", Line 2297,
"LINESTRING (-101.8822363 33.5862993, -101.8821374 33.5863317)", Line 2298,
"LINESTRING (-101.8821374 33.5863317, -101.8820271 33.5863715)", Line 2299,
"LINESTRING (-101.8820271 33.5863715, -101.8817153 33.5863729)", Line 2300,
"LINESTRING (-101.8813696 33.5858154, -101.881371 33.5855257)", Line 2301,
"LINESTRING (-101.8806456 33.5864501, -101.8806446 33.5862499)", Line 2302,
"LINESTRING (-101.8780784 33.5859045, -101.8780818 33.585401)", Line 2303,
"LINESTRING (-101.8783826 33.585248, -101.8782743 33.5852785)", Line 2304,
"LINESTRING (-101.8782743 33.5852785, -101.8782092 33.5853043)", Line 2305,
"LINESTRING (-101.8782092 33.5853043, -101.8781603 33.5853538)", Line 2306,
"LINESTRING (-101.8781603 33.5853538, -101.8780818 33.585401)", Line 2307,
"LINESTRING (-101.8803284 33.5828934, -101.8803453 33.5829205)", Line 2308,
"LINESTRING (-101.8803453 33.5829205, -101.8803571 33.5829486)", Line 2309,
"LINESTRING (-101.8803571 33.5829486, -101.8803598 33.5829727)", Line 2310,
"LINESTRING (-101.8803598 33.5829727, -101.8803159 33.5834371)", Line 2311,
"LINESTRING (-101.8720642 33.585127, -101.8720408 33.5851612)", Line 2312,
"LINESTRING (-101.8720408 33.5851612, -101.8720284 33.5851999)", Line 2313,
"LINESTRING (-101.8720284 33.5851999, -101.8720235 33.5852345)", Line 2314,
"LINESTRING (-101.8720235 33.5852345, -101.8719935 33.5852348)", Line 2315,
"LINESTRING (-101.8719935 33.5852348, -101.8718042 33.5852366)", Line 2316,
"LINESTRING (-101.8720642 33.585127, -101.8719071 33.5851932)", Line 2317,
"LINESTRING (-101.8719071 33.5851932, -101.8718042 33.5852366)", Line 2318,
"LINESTRING (-101.871806 33.5851495, -101.8719071 33.5851932)", Line 2319,
"LINESTRING (-101.8719071 33.5851932, -101.8719935 33.5852348)", Line 2320,
"LINESTRING (-101.879859 33.586649, -101.8795804 33.586843)", Line 2321,
"LINESTRING (-101.8795804 33.586843, -101.8795117 33.5868908)", Line 2322,
"LINESTRING (-101.8795117 33.5868908, -101.8793025 33.5870365)", Line 2323,
"LINESTRING (-101.8793025 33.5870365, -101.8792526 33.5870365)", Line 2324,
"LINESTRING (-101.8793382 33.5866791, -101.8795427 33.5868325)", Line 2325,
"LINESTRING (-101.8795427 33.5868325, -101.8795804 33.586843)", Line 2326,
"LINESTRING (-101.8795804 33.586843, -101.8796156 33.5868464)", Line 2327,
"LINESTRING (-101.8796156 33.5868464, -101.8798939 33.5868458)", Line 2328,
"LINESTRING (-101.8798939 33.5868458, -101.8798934 33.5869034)", Line 2329,
"LINESTRING (-101.8798934 33.5869034, -101.8795563 33.5869034)", Line 2330,
"LINESTRING (-101.8795563 33.5869034, -101.8795117 33.5868908)", Line 2331,
"LINESTRING (-101.8798915 33.5866487, -101.8798939 33.5868458)", Line 2332,
"LINESTRING (-101.8800691 33.5872845, -101.8800756 33.5872993)", Line 2333,
"LINESTRING (-101.8800756 33.5872993, -101.8800821 33.5873059)", Line 2334,
